ID,month_no,flat_type,storey_range,floor_area_sqm,lease_commence_date,resale_price
6093,24197,4,4,92,1978,388000
6094,24197,4,4,92,2005,565000
6095,24197,4,13,92,1978,415000
6096,24197,4,7,92,2005,575000
6097,24197,4,4,91,1978,383000
6098,24197,4,7,92,1979,470000
6099,24197,4,1,83,1978,380000
6100,24197,4,1,90,1979,375000
6101,24197,4,4,92,1980,397500
6102,24197,4,7,92,1979,385000
6103,24197,4,10,84,1987,382000
6104,24197,4,4,84,1986,353000
6105,24197,4,10,94,1981,385000
6106,24197,4,7,91,1981,378000
6107,24197,4,7,91,1985,410000
6108,24197,4,7,84,1987,360000
6109,24197,4,10,98,1981,402000
6110,24197,4,10,96,1986,405000
6111,24197,4,4,93,1981,380000
6112,24197,4,4,84,1986,350000
6113,24197,4,13,105,2000,528000
6114,24197,4,1,105,2000,371000
6115,24197,4,13,105,2000,535000
6116,24197,4,4,107,2000,510000
6117,24197,4,7,105,2000,520000
6118,24197,4,4,82,1976,358000
6119,24197,4,4,84,1977,360000
6120,24197,4,10,82,1976,352000
6121,24197,4,4,84,1977,345000
6122,24197,4,7,84,1985,385000
6123,24197,4,4,84,1977,300000
6124,24197,4,4,84,1985,366000
6125,24197,4,10,84,1977,352000
6126,24197,4,7,82,1975,370000
6127,24197,4,4,92,1985,433000
6128,24197,4,1,108,1996,465000
6129,24197,4,13,104,1996,485000
6130,24197,4,4,108,1996,470000
6131,24197,4,1,108,1996,428000
6132,24197,5,1,136,1980,638800
6133,24197,5,22,119,1978,665000
6134,24197,5,4,119,1978,530000
6135,24197,5,10,120,1978,513000
6136,24197,5,19,125,1978,560000
6137,24197,5,4,110,2006,620000
6138,24197,5,1,117,1978,498888
6139,24197,5,7,122,1986,490000
6140,24197,5,1,122,1986,468000
6141,24197,5,10,122,1986,538000
6142,24197,5,4,139,1984,610000
6143,24197,5,1,115,2000,525000
6144,24197,5,7,133,1993,680000
6145,24197,5,19,132,1995,780000
6146,24197,5,7,126,1993,613000
6147,24197,5,4,133,1984,530000
6148,24197,5,1,121,1981,485000
6149,24197,5,1,121,1981,500000
6150,24197,5,1,124,1993,542000
6151,24197,5,4,122,1993,545000
6152,24197,5,19,118,1977,720000
6153,24197,6,7,148,1984,690000
6154,24197,3,10,64,1988,455000
6155,24197,3,10,67,1984,415000
6156,24197,3,7,67,1985,415000
6157,24197,3,7,68,1973,263000
6158,24197,4,7,84,1986,521000
6159,24197,4,7,104,1986,628000
6160,24197,4,4,104,1986,610000
6161,24197,4,1,84,1986,510000
6162,24197,4,10,104,1986,690000
6163,24197,4,1,83,1987,523000
6164,24197,4,10,83,1987,572000
6165,24197,4,10,103,1992,490000
6166,24197,4,13,114,1992,630000
6167,24197,4,4,103,1992,605000
6168,24197,4,1,117,1992,600000
6169,24197,4,1,105,1992,520000
6170,24197,4,7,104,1992,580000
6171,24197,4,7,104,1992,605000
6172,24197,4,1,104,1992,550000
6173,24197,4,4,105,1990,523000
6174,24197,4,1,84,1986,430000
6175,24197,5,1,123,1988,660000
6176,24197,5,7,121,1987,710000
6177,24197,5,4,121,1987,739999
6178,24197,5,10,134,1992,785000
6179,24197,5,7,120,1986,680000
6180,24197,6,1,144,1988,800000
6181,24197,6,10,146,1987,979000
6182,24197,6,4,153,1987,955000
6183,24197,6,4,147,1992,800000
6184,24197,3,7,69,1985,280000
6185,24197,3,4,64,1987,263000
6186,24197,3,7,64,1986,285000
6187,24197,3,1,67,1985,278000
6188,24197,3,10,67,1985,290000
6189,24197,3,7,67,1986,290000
6190,24197,3,7,69,1985,325000
6191,24197,3,10,73,1984,300000
6192,24197,3,7,67,1985,305000
6193,24197,3,1,68,1987,280000
6194,24197,3,4,68,1987,293000
6195,24197,3,4,68,1985,270000
6196,24197,3,4,68,1985,260000
6197,24197,3,4,73,1987,295000
6198,24197,3,10,73,1986,295000
6199,24197,3,1,69,1987,265000
6200,24197,3,1,60,1988,255800
6201,24197,3,10,69,1987,300000
6202,24197,3,4,64,1987,286000
6203,24197,3,10,73,1986,320000
6204,24197,3,10,60,1988,280000
6205,24197,3,7,68,1988,277000
6206,24197,3,10,73,1986,292000
6207,24197,3,7,68,1984,272000
6208,24197,3,13,68,1984,293000
6209,24197,3,7,73,1985,284000
6210,24197,4,1,108,1985,400000
6211,24197,4,7,104,1985,480000
6212,24197,4,13,93,1985,445100
6213,24197,4,7,98,1985,421888
6214,24197,4,4,104,1985,440000
6215,24197,4,4,104,1985,438888
6216,24197,4,1,104,1985,470000
6217,24197,4,16,103,1997,460000
6218,24197,4,7,102,1998,412000
6219,24197,4,16,103,1997,425000
6220,24197,4,1,94,1987,345000
6221,24197,4,1,104,1985,398888
6222,24197,4,1,84,1986,340000
6223,24197,4,4,84,1987,345000
6224,24197,4,10,103,1987,395000
6225,24197,4,4,103,1987,386888
6226,24197,4,10,103,1987,403000
6227,24197,4,7,89,1986,348000
6228,24197,4,10,99,1988,378000
6229,24197,4,7,94,1988,355000
6230,24197,4,10,92,2005,430000
6231,24197,4,13,90,2005,455000
6232,24197,4,10,90,2005,455000
6233,24197,4,13,92,2004,460000
6234,24197,4,10,103,1984,465000
6235,24197,4,1,93,1984,355000
6236,24197,5,10,149,1985,690000
6237,24197,5,7,113,2003,635000
6238,24197,5,7,117,1997,660000
6239,24197,5,16,110,2005,580000
6240,24197,5,25,132,1985,688000
6241,24197,5,16,118,1997,563000
6242,24197,6,1,149,1984,630000
6243,24197,6,1,149,1985,610000
6244,24197,6,1,146,1987,555000
6245,24197,6,7,148,1993,575000
6246,24197,1,7,31,1975,215000
6247,24197,1,7,31,1975,225000
6248,24197,1,10,31,1975,210000
6249,24197,2,1,34,1971,200000
6250,24197,3,1,73,1984,318000
6251,24197,3,16,60,2002,470000
6252,24197,3,28,60,2003,525000
6253,24197,3,1,72,1980,405000
6254,24197,3,10,84,1980,527000
6255,24197,3,10,65,1982,380000
6256,24197,3,7,63,1973,375000
6257,24197,3,7,67,1979,345000
6258,24197,3,7,63,1975,329000
6259,24197,3,1,80,1984,370000
6260,24197,3,4,60,1969,368000
6261,24197,3,7,58,1969,380000
6262,24197,3,1,59,1971,360000
6263,24197,3,7,58,1969,375000
6264,24197,3,13,60,2009,505000
6265,24197,3,4,67,1988,374300
6266,24197,3,25,62,2013,580000
6267,24197,3,40,62,2013,575000
6268,24197,3,1,88,1973,627000
6269,24197,3,7,65,1975,300000
6270,24197,3,1,65,1975,290000
6271,24197,3,7,82,1978,450000
6272,24197,3,10,73,1978,420000
6273,24197,3,7,73,1978,375000
6274,24197,3,1,73,1978,360000
6275,24197,3,1,67,1978,325000
6276,24197,3,1,79,1976,330000
6277,24197,3,4,88,1976,430000
6278,24197,3,4,73,1976,365000
6279,24197,3,10,59,1976,290000
6280,24197,3,10,59,1976,310000
6281,24197,4,13,100,2005,760000
6282,24197,4,19,100,2005,818000
6283,24197,4,22,100,2001,820000
6284,24197,4,1,88,1973,425000
6285,24197,4,13,103,1984,595000
6286,24197,4,4,104,1984,538000
6287,24197,4,13,75,2002,632000
6288,24197,4,13,90,2003,710000
6289,24197,4,16,75,2003,630000
6290,24197,4,1,100,2000,470000
6291,24197,4,25,96,2013,750000
6292,24197,4,37,94,2013,838000
6293,24197,4,4,74,1970,450000
6294,24197,4,1,108,1997,600000
6295,24197,4,22,90,2009,750000
6296,24197,4,22,90,2009,760000
6297,24197,4,4,90,2003,668000
6298,24197,4,22,85,2008,760000
6299,24197,4,25,85,2008,760000
6300,24197,4,7,88,1976,568000
6301,24197,4,37,93,2013,810000
6302,24197,4,7,93,2013,650000
6303,24197,4,19,93,2013,800000
6304,24197,4,1,84,1986,485000
6305,24197,4,7,84,1986,470000
6306,24197,4,4,114,1996,710000
6307,24197,4,13,100,2005,750000
6308,24197,4,13,82,1975,440000
6309,24197,4,4,92,1978,530000
6310,24197,4,13,91,1976,518000
6311,24197,5,22,128,1996,863000
6312,24197,5,10,110,2002,845000
6313,24197,5,4,110,2002,820000
6314,24197,5,1,116,2006,598000
6315,24197,5,22,114,1976,740000
6316,24197,5,16,115,2006,710000
6317,24197,5,7,115,2006,680000
6318,24197,5,7,127,1980,718000
6319,24197,5,13,129,1997,785000
6320,24197,5,13,110,2009,855000
6321,24197,5,19,139,1996,950000
6322,24197,5,4,123,1976,638000
6323,24197,5,19,115,1978,790000
6324,24197,3,7,73,1988,292000
6325,24197,3,1,73,1988,263000
6326,24197,3,4,73,1988,290000
6327,24197,3,7,73,1989,280000
6328,24197,3,4,73,1989,270000
6329,24197,3,4,73,1989,282000
6330,24197,3,7,73,1988,290000
6331,24197,3,4,73,1988,253000
6332,24197,3,4,68,2012,299000
6333,24197,4,4,104,1988,320000
6334,24197,4,1,102,1997,330000
6335,24197,4,10,101,1997,355000
6336,24197,4,13,90,2001,368000
6337,24197,4,7,104,1989,363000
6338,24197,4,10,103,1988,345000
6339,24197,4,7,84,1988,318000
6340,24197,4,13,101,1997,472000
6341,24197,4,10,83,1987,313000
6342,24197,4,10,101,1997,470000
6343,24197,4,10,103,1988,385000
6344,24197,4,4,101,1997,410000
6345,24197,4,16,100,1998,458000
6346,24197,4,19,102,1998,375000
6347,24197,4,7,103,1999,378000
6348,24197,4,10,101,1998,353000
6349,24197,4,16,91,2003,528000
6350,24197,4,16,94,2003,530888
6351,24197,4,16,90,2001,480000
6352,24197,4,19,101,1997,492000
6353,24197,4,22,104,1997,493000
6354,24197,4,10,103,1988,357000
6355,24197,4,4,103,1989,345000
6356,24197,4,7,93,2012,382000
6357,24197,4,7,90,2002,330000
6358,24197,4,10,90,2002,331888
6359,24197,4,7,91,2002,338000
6360,24197,4,4,93,2012,396000
6361,24197,4,1,93,2012,366000
6362,24197,4,4,93,2012,375000
6363,24197,4,7,93,2012,411000
6364,24197,4,22,90,2004,423000
6365,24197,4,28,90,2004,445000
6366,24197,4,10,90,2004,405000
6367,24197,4,22,90,2004,450000
6368,24197,4,13,90,1999,396000
6369,24197,5,10,122,1988,463000
6370,24197,5,4,110,2002,475000
6371,24197,5,4,122,1988,425000
6372,24197,5,7,111,2002,460000
6373,24197,5,13,110,2002,470000
6374,24197,5,1,121,1989,375000
6375,24197,5,13,121,1997,425000
6376,24197,5,13,121,1998,542000
6377,24197,5,4,121,1998,500000
6378,24197,5,7,121,1998,438000
6379,24197,5,7,120,1999,480000
6380,24197,5,10,111,2003,600000
6381,24197,5,1,110,2003,545000
6382,24197,5,7,121,1997,582000
6383,24197,5,4,121,1998,570000
6384,24197,5,1,110,2002,350000
6385,24197,5,4,112,2003,378000
6386,24197,5,4,112,2003,397000
6387,24197,5,10,110,2003,388000
6388,24197,5,4,112,2003,385000
6389,24197,5,13,111,2003,400000
6390,24197,5,4,121,1999,550000
6391,24197,5,4,110,2005,505000
6392,24197,5,10,110,2001,455000
6393,24197,5,1,110,2002,433000
6394,24197,5,4,120,1999,560000
6395,24197,5,7,121,1999,600000
6396,24197,5,4,110,2002,470000
6397,24197,6,10,146,1988,622000
6398,24197,6,1,146,1989,575000
6399,24197,6,10,142,1988,595000
6400,24197,6,10,126,2003,700000
6401,24197,6,4,128,2003,470008
6402,24197,6,4,130,2001,545000
6403,24197,6,4,130,2001,525000
6404,24197,3,4,73,1974,320000
6405,24197,4,7,108,1989,680000
6406,24197,5,13,125,1974,928000
6407,24197,5,1,122,1988,700000
6408,24197,5,10,122,1988,773000
6409,24197,6,10,146,1988,990000
6410,24197,3,4,67,1984,480000
6411,24197,3,10,56,1974,373000
6412,24197,3,13,70,1977,500000
6413,24197,3,22,59,1977,450000
6414,24197,3,16,60,1980,495000
6415,24197,3,7,73,1985,395000
6416,24197,3,10,60,1986,416888
6417,24197,4,10,91,1982,441088
6418,24197,4,7,82,1982,435000
6419,24197,4,31,96,2011,920000
6420,24197,4,19,93,2011,880000
6421,24197,4,31,93,2011,888888
6422,24197,4,28,93,2011,888000
6423,24197,4,34,96,2011,900000
6424,24197,4,37,95,2011,950000
6425,24197,4,10,85,2003,505000
6426,24197,4,16,82,1978,600088
6427,24197,5,19,106,2011,1063888
6428,24197,2,13,46,2011,250000
6429,24197,3,4,74,1984,272000
6430,24197,3,1,74,1984,255000
6431,24197,3,7,74,1984,283000
6432,24197,3,4,74,1984,270000
6433,24197,3,10,73,1989,260000
6434,24197,3,1,73,1989,270000
6435,24197,4,4,104,1993,343000
6436,24197,4,10,100,1999,360000
6437,24197,4,7,106,1993,350000
6438,24197,4,7,104,1992,365000
6439,24197,4,10,104,1992,380000
6440,24197,4,13,104,1993,390000
6441,24197,4,4,104,1992,337000
6442,24197,4,4,104,1992,350000
6443,24197,4,7,104,1993,355000
6444,24197,4,13,101,1997,380000
6445,24197,4,10,104,1992,370000
6446,24197,4,10,104,2000,355000
6447,24197,4,13,104,2000,361000
6448,24197,4,1,90,1997,305000
6449,24197,4,7,106,1993,330000
6450,24197,4,4,104,1993,359000
6451,24197,4,7,100,1997,360000
6452,24197,4,10,101,1999,320000
6453,24197,4,7,102,1999,385000
6454,24197,4,1,103,1999,343000
6455,24197,4,19,91,2003,355000
6456,24197,4,16,104,1999,400000
6457,24197,4,19,90,2003,360000
6458,24197,4,10,100,1999,377000
6459,24197,4,10,104,1999,357000
6460,24197,4,7,90,2003,328888
6461,24197,4,16,102,1999,362000
6462,24197,4,10,100,1999,365000
6463,24197,4,10,105,2000,380000
6464,24197,4,4,90,2002,325000
6465,24197,4,7,104,1989,359000
6466,24197,4,4,111,1990,345000
6467,24197,4,7,109,1990,380000
6468,24197,4,10,113,1990,420000
6469,24197,4,7,91,2002,346000
6470,24197,4,4,91,2002,325000
6471,24197,4,7,104,1996,361000
6472,24197,4,4,108,1994,354000
6473,24197,4,4,111,1995,383000
6474,24197,4,16,106,1996,381888
6475,24197,4,7,108,1996,377000
6476,24197,4,4,108,1996,360000
6477,24197,4,7,108,1996,393000
6478,24197,4,1,108,1996,361000
6479,24197,4,1,104,1984,320000
6480,24197,4,4,104,1984,336000
6481,24197,4,4,103,1989,318000
6482,24197,4,7,103,1989,332888
6483,24197,4,4,91,1981,318000
6484,24197,5,7,124,1993,415000
6485,24197,5,7,120,1999,445000
6486,24197,5,1,123,2000,354000
6487,24197,5,7,116,1999,405000
6488,24197,5,10,116,1999,395000
6489,24197,5,7,122,1999,428000
6490,24197,5,10,122,1999,393000
6491,24197,5,13,110,2003,415000
6492,24197,5,10,110,2003,410000
6493,24197,5,7,124,2000,420000
6494,24197,5,4,110,2002,395000
6495,24197,5,7,110,2002,374000
6496,24197,5,19,110,2003,415000
6497,24197,5,4,124,1993,418000
6498,24197,5,1,110,2002,390000
6499,24197,5,10,110,2002,420000
6500,24197,5,10,129,1997,515000
6501,24197,5,10,129,1997,518000
6502,24197,5,10,127,1995,420000
6503,24197,5,7,133,1995,400000
6504,24197,5,10,123,1995,430000
6505,24197,5,7,124,1994,455000
6506,24197,5,10,124,1994,455000
6507,24197,5,1,123,1995,370000
6508,24197,5,10,121,1996,440000
6509,24197,5,4,134,1996,475000
6510,24197,5,1,134,1996,455000
6511,24197,5,4,123,1998,525000
6512,24197,5,4,122,1998,420000
6513,24197,5,1,124,1998,410000
6514,24197,5,7,121,1989,412500
6515,24197,5,1,121,1989,366000
6516,24197,6,4,149,1989,573000
6517,24197,6,7,142,1999,530000
6518,24197,6,1,152,1992,540000
6519,24197,6,19,141,1999,558000
6520,24197,6,7,144,1999,470000
6521,24197,6,19,141,1999,558000
6522,24197,6,7,144,1999,490000
6523,24197,6,7,146,1989,590000
6524,24197,6,4,142,1998,568000
6525,24197,6,10,146,1996,622000
6526,24197,6,4,150,1989,560000
6527,24197,3,1,67,1978,330000
6528,24197,3,4,67,1978,320000
6529,24197,3,4,82,1979,440000
6530,24197,3,4,67,1978,364000
6531,24197,3,1,67,1979,368888
6532,24197,3,4,67,1979,362000
6533,24197,3,7,82,1979,438000
6534,24197,3,7,82,1980,403000
6535,24197,3,10,67,1979,341000
6536,24197,3,4,67,1979,303000
6537,24197,3,10,68,1980,290000
6538,24197,3,7,68,1981,292000
6539,24197,3,10,67,1980,276888
6540,24197,3,1,82,1980,331000
6541,24197,3,13,67,1978,350000
6542,24197,3,4,67,1978,275000
6543,24197,3,10,67,1986,300000
6544,24197,3,1,67,1980,265000
6545,24197,3,10,82,1980,350000
6546,24197,3,10,67,1980,308000
6547,24197,4,25,96,2012,845000
6548,24197,4,1,91,1981,460000
6549,24197,4,10,92,1979,544000
6550,24197,4,13,104,1984,650000
6551,24197,4,7,92,1979,490000
6552,24197,5,16,125,1978,720000
6553,24197,5,19,119,1978,745000
6554,24197,5,7,121,1979,580000
6555,24197,5,13,119,1979,582000
6556,24197,5,1,133,1984,550000
6557,24197,6,10,150,1985,838000
6558,24197,6,1,155,1985,769888
6559,24197,6,1,154,1985,700000
6560,24197,6,7,147,1985,910000
6561,24197,2,4,42,1971,216000
6562,24197,3,10,65,1975,338000
6563,24197,3,1,69,1986,300000
6564,24197,3,7,67,1978,310000
6565,24197,3,7,82,1981,424000
6566,24197,3,1,60.3,1967,250000
6567,24197,3,1,55,1967,242000
6568,24197,3,7,61,1969,290000
6569,24197,3,7,61,1969,285000
6570,24197,3,4,56,1969,250000
6571,24197,3,4,59,1977,286500
6572,24197,3,1,59,1982,280000
6573,24197,3,1,59,1969,310000
6574,24197,3,13,75,1985,400000
6575,24197,3,10,75,1985,400000
6576,24197,3,1,58,1972,250000
6577,24197,3,1,58,1972,265000
6578,24197,3,10,66,1981,313888
6579,24197,3,7,65,1977,290000
6580,24197,3,4,64,2000,305000
6581,24197,3,1,64,1985,300000
6582,24197,4,7,102,1984,540000
6583,24197,4,10,91,1977,492000
6584,24197,4,1,85,2006,590000
6585,24197,4,4,90,2006,658000
6586,24197,4,16,93,2011,658000
6587,24197,4,10,92,1976,568000
6588,24197,4,13,102,1997,555000
6589,24197,4,1,90,1985,355000
6590,24197,4,7,84,1985,342000
6591,24197,4,4,83,1986,330000
6592,24197,4,10,84,1985,405000
6593,24197,4,10,84,1985,375000
6594,24197,4,7,84,1985,355000
6595,24197,4,10,84,1985,375000
6596,24197,4,7,104,1989,435000
6597,24197,4,10,90,1985,398000
6598,24197,5,16,140,1984,782500
6599,24197,5,13,110,2000,880000
6600,24197,6,1,146,1986,656000
6601,24197,6,13,149,1985,858000
6602,24197,2,7,47,2012,268000
6603,24197,3,7,67,1983,293500
6604,24197,3,1,67,1984,278000
6605,24197,3,4,73,1978,327000
6606,24197,3,4,67,1978,265000
6607,24197,3,10,67,1983,310000
6608,24197,3,10,67,1982,305000
6609,24197,3,10,67,1983,325000
6610,24197,3,4,74,1986,348000
6611,24197,3,1,60,1985,279000
6612,24197,3,4,69,1987,280000
6613,24197,3,7,74,1987,320000
6614,24197,4,4,85,2003,395000
6615,24197,4,1,85,2003,336500
6616,24197,4,7,101,1997,420000
6617,24197,4,1,102,1984,385000
6618,24197,4,10,103,1997,424888
6619,24197,4,1,84,1986,360000
6620,24197,4,1,104,1986,395000
6621,24197,4,10,91,1985,408000
6622,24197,4,1,84,1986,349000
6623,24197,4,4,93,1986,415000
6624,24197,4,4,105,1990,375000
6625,24197,4,4,91,1985,360000
6626,24197,4,4,91,1986,368000
6627,24197,4,10,91,1985,360000
6628,24197,4,13,93,1985,389000
6629,24197,4,4,82,1975,302000
6630,24197,4,4,93,1984,335000
6631,24197,4,4,104,1987,330000
6632,24197,4,7,100,1997,385000
6633,24197,4,7,93,1983,388000
6634,24197,4,1,96,1983,335000
6635,24197,4,13,93,1983,389168
6636,24197,4,7,104,1989,477000
6637,24197,4,4,84,1987,360000
6638,24197,4,4,113,1989,430000
6639,24197,4,7,109,1989,468000
6640,24197,4,1,110,1990,418888
6641,24197,4,10,105,1986,445000
6642,24197,4,7,104,1983,392000
6643,24197,4,4,104,1983,400000
6644,24197,4,10,91,1985,375000
6645,24197,4,10,91,1985,363000
6646,24197,4,1,92,1985,336000
6647,24197,4,1,91,1986,326000
6648,24197,4,1,103,1992,403000
6649,24197,4,7,105,1991,408000
6650,24197,4,4,84,1986,330000
6651,24197,4,10,84,1986,363000
6652,24197,4,4,104,1987,378888
6653,24197,4,4,104,1986,390000
6654,24197,4,1,117,1990,388000
6655,24197,4,1,108,1986,314000
6656,24197,4,1,84,1987,320000
6657,24197,4,1,100,1999,360000
6658,24197,4,1,91,1984,335000
6659,24197,4,1,102,2000,410000
6660,24197,4,16,98,1997,425000
6661,24197,4,7,102,1992,402000
6662,24197,4,1,100,1998,408000
6663,24197,4,13,100,1998,433000
6664,24197,4,4,102,1992,390000
6665,24197,4,4,85,1987,353000
6666,24197,4,10,84,1987,350000
6667,24197,4,10,101,1998,380000
6668,24197,4,7,100,1998,398000
6669,24197,4,13,101,1998,408000
6670,24197,4,10,100,1998,410000
6671,24197,4,7,103,1984,438000
6672,24197,4,7,103,1984,416000
6673,24197,4,4,106,1985,400888
6674,24197,5,4,110,2003,445000
6675,24197,5,10,121,1986,480000
6676,24197,5,7,121,1987,550000
6677,24197,5,10,124,1992,660000
6678,24197,5,10,130,1987,485000
6679,24197,5,1,121,1985,425000
6680,24197,5,1,123,1997,446000
6681,24197,5,4,121,1983,478000
6682,24197,5,1,137,1983,750000
6683,24197,5,7,121,1988,520000
6684,24197,5,7,123,1989,560000
6685,24197,5,4,121,1985,413000
6686,24197,5,4,121,1985,460000
6687,24197,5,7,121,1989,498000
6688,24197,5,4,121,1999,428000
6689,24197,5,7,120,1998,520000
6690,24197,5,7,121,1984,510000
6691,24197,5,4,118,1997,458000
6692,24197,5,10,121,1987,435000
6693,24197,5,1,116,1999,420000
6694,24197,5,10,131,1984,540000
6695,24197,5,7,125,1992,560000
6696,24197,6,10,148,1986,725000
6697,24197,6,7,139,1997,615000
6698,24197,6,7,145,1988,748000
6699,24197,6,10,145,1988,706888
6700,24197,6,4,148,1986,615000
6701,24197,6,10,138,1997,830000
6702,24197,6,4,150,1984,730000
6703,24197,6,13,137,1999,600000
6704,24197,6,10,148,1984,685000
6705,24197,6,1,151,1984,628000
6706,24197,3,10,74,1983,315000
6707,24197,3,4,68,1983,338000
6708,24197,3,4,67,1981,285000
6709,24197,3,1,67,1982,285000
6710,24197,3,4,82,1983,350000
6711,24197,3,1,82,1983,333000
6712,24197,3,10,68,1983,290000
6713,24197,3,13,68,1983,305000
6714,24197,3,4,67,1983,287000
6715,24197,3,4,67,1985,300000
6716,24197,3,4,67,1983,288000
6717,24197,3,4,70,1983,285000
6718,24197,3,10,73,1979,288000
6719,24197,3,1,86,1979,308000
6720,24197,4,4,93,1982,403000
6721,24197,4,4,90,1982,386000
6722,24197,4,4,100,1983,375000
6723,24197,4,7,106,1984,418000
6724,24197,4,19,92,2013,460000
6725,24197,4,4,107,1993,400000
6726,24197,4,4,101,1999,500000
6727,24197,4,4,101,1998,510000
6728,24197,4,16,101,1999,501000
6729,24197,5,7,140,1984,595000
6730,24197,5,16,120,1981,667000
6731,24197,5,4,123,1983,580000
6732,24197,5,13,120,1982,570000
6733,24197,5,13,117,1979,520000
6734,24197,6,10,144,1998,760000
6735,24197,6,1,143,1998,670888
6736,24197,6,13,144,1998,813000
6737,24197,6,4,149,1985,635000
6738,24197,6,10,146,1986,610000
6739,24197,6,19,140,1998,800000
6740,24197,2,10,52,2008,250000
6741,24197,2,1,60,2008,250000
6742,24197,2,1,48,2008,220000
6743,24197,3,19,68,1978,280000
6744,24197,3,16,59,1975,268000
6745,24197,3,19,59,1975,265000
6746,24197,3,13,59,1975,245000
6747,24197,3,4,69,1978,275000
6748,24197,3,7,65,1977,252000
6749,24197,3,1,66,1974,250000
6750,24197,3,1,74,1977,270000
6751,24197,3,10,65,1977,271888
6752,24197,3,1,66,1974,250000
6753,24197,3,7,65,1976,260000
6754,24197,3,13,65,1977,265000
6755,24197,3,1,76,1971,268000
6756,24197,3,7,74,1984,295000
6757,24197,3,4,74,1984,303000
6758,24197,3,1,74,1986,295000
6759,24197,3,4,73,1984,290000
6760,24197,3,10,73,1984,306000
6761,24197,3,10,67,1985,295000
6762,24197,3,4,67,1985,308000
6763,24197,3,7,64,1985,285000
6764,24197,3,7,67,1983,285000
6765,24197,3,1,74,1984,330000
6766,24197,3,7,79,1984,365000
6767,24197,3,1,74,1986,304000
6768,24197,3,1,73,1988,280000
6769,24197,3,10,73,1988,283000
6770,24197,3,10,73,1988,287000
6771,24197,3,16,62,2010,350000
6772,24197,3,7,67,1971,260000
6773,24197,4,1,109,1995,380888
6774,24197,4,13,112,1995,418000
6775,24197,4,4,115,1995,412888
6776,24197,4,7,102,1998,360000
6777,24197,4,4,112,1995,408000
6778,24197,4,10,91,1985,385000
6779,24197,4,1,106,1985,370000
6780,24197,4,7,104,1984,370000
6781,24197,4,1,104,1990,346000
6782,24197,4,4,104,1989,345000
6783,24197,4,10,93,2000,415000
6784,24197,4,4,90,2002,335000
6785,24197,4,10,102,1984,450000
6786,24197,4,4,103,1984,407000
6787,24197,4,7,103,1984,418000
6788,24197,4,4,91,1985,382000
6789,24197,4,4,103,1985,368888
6790,24197,4,1,110,1985,418000
6791,24197,4,7,103,1984,408000
6792,24197,4,7,104,1984,385000
6793,24197,4,1,104,1984,365000
6794,24197,4,1,120,1984,400000
6795,24197,4,4,103,1984,420000
6796,24197,4,4,93,1983,408000
6797,24197,4,4,93,1983,390000
6798,24197,4,10,90,2000,417000
6799,24197,4,1,91,2002,390000
6800,24197,4,4,86,2002,380000
6801,24197,4,4,91,2001,380000
6802,24197,4,1,101,1998,369000
6803,24197,4,13,100,1998,439998
6804,24197,4,4,90,2001,420000
6805,24197,4,1,91,2000,395000
6806,24197,4,10,95,2001,435000
6807,24197,4,4,91,2000,421000
6808,24197,4,13,90,2000,435000
6809,24197,4,13,85,2000,393000
6810,24197,4,13,91,2000,438000
6811,24197,4,7,104,1991,363800
6812,24197,4,4,107,1993,367000
6813,24197,4,1,108,1996,355000
6814,24197,4,4,104,1996,370000
6815,24197,4,10,103,1989,352000
6816,24197,4,7,104,1988,340000
6817,24197,4,4,104,1989,337000
6818,24197,4,4,104,1988,340000
6819,24197,4,1,105,1989,358000
6820,24197,4,10,89,2012,470000
6821,24197,4,13,96,2001,375000
6822,24197,4,16,96,2001,362000
6823,24197,5,7,110,2002,420000
6824,24197,5,7,123,1997,468000
6825,24197,5,1,123,1997,445000
6826,24197,5,1,133,1985,428000
6827,24197,5,1,133,1985,430000
6828,24197,5,4,111,2001,373000
6829,24197,5,10,111,2002,422000
6830,24197,5,10,111,2002,375000
6831,24197,5,4,121,1989,415000
6832,24197,5,1,121,1989,390000
6833,24197,5,4,121,1989,400000
6834,24197,5,4,121,1989,365000
6835,24197,5,10,114,2000,523000
6836,24197,5,1,111,2000,495000
6837,24197,5,10,127,1998,553000
6838,24197,5,13,116,2000,522000
6839,24197,5,10,112,2003,398000
6840,24197,5,13,113,2003,380000
6841,24197,5,13,111,2002,402000
6842,24197,5,10,111,2002,392000
6843,24197,5,1,135,1984,500000
6844,24197,5,7,110,2002,505000
6845,24197,5,10,110,2002,470000
6846,24197,5,16,110,2000,509000
6847,24197,5,4,111,2002,470000
6848,24197,5,7,111,2001,470000
6849,24197,5,4,120,1998,490000
6850,24197,5,1,110,2001,445000
6851,24197,5,7,110,2008,463000
6852,24197,5,16,110,2008,495000
6853,24197,5,10,110,2008,495000
6854,24197,5,13,110,2001,530000
6855,24197,5,16,110,2001,525000
6856,24197,5,4,110,2008,465000
6857,24197,5,13,110,2008,468000
6858,24197,5,1,110,2001,440000
6859,24197,5,1,110,2001,468000
6860,24197,5,10,110,2000,480000
6861,24197,5,1,110,2001,455000
6862,24197,5,1,112,2001,465000
6863,24197,5,7,135,1995,450000
6864,24197,5,4,126,1995,430000
6865,24197,5,7,123,1995,410000
6866,24197,5,1,121,1990,382000
6867,24197,5,10,135,1996,400000
