ID,month_no,flat_type,storey_range,floor_area_sqm,lease_commence_date,resale_price
9652,24199,3,7,73,1978,365000
9653,24199,3,4,67,1977,305000
9654,24199,3,7,74,1978,333000
9655,24199,3,1,82,1980,325000
9656,24199,3,4,73,1977,298000
9657,24199,3,4,89,1980,375000
9658,24199,3,10,82,1978,388000
9659,24199,3,4,73,1977,340000
9660,24199,3,7,82,1981,340000
9661,24199,3,4,67,1978,335000
9662,24199,3,4,88,1977,375000
9663,24199,3,7,82,1980,306000
9664,24199,3,13,82,1980,353000
9665,24199,3,4,68,1981,285000
9666,24199,3,7,67,1980,297000
9667,24199,3,1,67,1980,275000
9668,24199,3,4,67,1980,280000
9669,24199,3,7,75,1980,368000
9670,24199,3,4,75,1980,345000
9671,24199,3,4,68,1980,319000
9672,24199,4,4,97,1977,465000
9673,24199,4,16,88,2012,625000
9674,24199,4,1,106,1993,446000
9675,24199,4,1,92,1981,452000
9676,24199,4,7,98,1978,495000
9677,24199,4,10,92,1979,470600
9678,24199,4,4,92,1977,422000
9679,24199,4,7,91,1980,445000
9680,24199,4,7,93,1985,470000
9681,24199,4,4,92,1978,438000
9682,24199,4,7,91,1980,438000
9683,24199,4,10,91,1980,416000
9684,24199,4,13,103,1980,506800
9685,24199,4,1,91,1980,450000
9686,24199,4,7,92,1980,440000
9687,24199,4,7,90,2006,550000
9688,24199,5,10,119,1979,622000
9689,24199,5,4,133,1996,603000
9690,24199,5,1,121,1981,573000
9691,24199,5,7,121,1981,670000
9692,24199,5,4,121,1980,568000
9693,24199,5,7,119,1980,633000
9694,24199,5,10,128,1996,600000
9695,24199,5,28,110,2001,790000
9696,24199,2,7,45,1978,225000
9697,24199,2,13,45,1986,250000
9698,24199,3,4,62,2010,455000
9699,24199,3,10,68,1980,300000
9700,24199,3,4,67,1978,313000
9701,24199,3,4,67,1979,283000
9702,24199,3,4,82,1977,376000
9703,24199,3,4,67,1977,295000
9704,24199,3,13,67,1977,308000
9705,24199,3,7,67,1977,300000
9706,24199,3,4,59,1978,288000
9707,24199,3,4,67,1979,303000
9708,24199,3,1,59,1978,258000
9709,24199,3,13,59,1978,278000
9710,24199,3,4,67,1978,290000
9711,24199,3,10,67,1978,320000
9712,24199,3,4,88,1979,403000
9713,24199,3,4,68,1979,360000
9714,24199,3,10,82,1979,375000
9715,24199,3,4,59,1978,280000
9716,24199,3,7,68,1980,295000
9717,24199,3,1,67,1985,290000
9718,24199,3,1,82,1980,330000
9719,24199,3,4,59,1978,290000
9720,24199,3,4,82,1979,365000
9721,24199,3,4,68,1979,293000
9722,24199,3,7,68,1982,290000
9723,24199,3,4,84,1982,345000
9724,24199,3,1,64,1987,280000
9725,24199,3,4,67,1981,300000
9726,24199,3,7,67,1981,298000
9727,24199,3,1,67,1985,282000
9728,24199,3,4,68,1981,310000
9729,24199,3,4,65,1976,276000
9730,24199,3,1,82,1978,310000
9731,24199,3,7,65,1974,308000
9732,24199,3,7,76,1983,325000
9733,24199,3,1,75,1984,294000
9734,24199,3,10,75,1984,330000
9735,24199,3,1,75,1982,300000
9736,24199,3,7,67,1985,315000
9737,24199,3,1,68,1980,302000
9738,24199,3,10,68,1980,308000
9739,24199,3,10,68,1980,320000
9740,24199,3,10,82,1985,365000
9741,24199,3,10,65,1977,315000
9742,24199,3,10,60,1985,306000
9743,24199,3,7,65,1977,300000
9744,24199,4,4,92,1978,433000
9745,24199,4,13,92,1978,458888
9746,24199,4,10,92,1980,470000
9747,24199,4,10,92,1979,408000
9748,24199,4,10,92,2006,580000
9749,24199,4,7,92,1978,455000
9750,24199,4,10,83,1978,400000
9751,24199,4,10,93,1980,422000
9752,24199,4,1,89,1978,370000
9753,24199,4,4,88,1988,400000
9754,24199,4,1,93,1980,380000
9755,24199,4,7,93,1985,391800
9756,24199,4,1,91,1981,360000
9757,24199,4,1,91,1985,350000
9758,24199,4,4,91,1985,390000
9759,24199,4,7,103,1987,438000
9760,24199,4,7,103,1986,415000
9761,24199,4,4,84,1988,360000
9762,24199,4,1,91,1985,390000
9763,24199,4,4,91,1985,415000
9764,24199,4,10,84,1987,375000
9765,24199,4,7,91,1981,400000
9766,24199,4,10,105,2000,493000
9767,24199,4,7,105,2000,509999
9768,24199,4,16,107,2000,560000
9769,24199,4,16,105,2000,550000
9770,24199,4,4,83,1985,368000
9771,24199,4,10,83,1985,376000
9772,24199,4,10,105,1985,509000
9773,24199,4,10,90,2001,477000
9774,24199,4,4,92,1980,427000
9775,24199,4,13,92,1978,440000
9776,24199,5,10,121,1980,539988
9777,24199,5,13,119,1978,580000
9778,24199,5,13,120,1978,508000
9779,24199,5,13,117,1978,550000
9780,24199,5,1,123,1978,530000
9781,24199,5,7,122,1986,500000
9782,24199,5,13,122,1986,515000
9783,24199,5,7,121,1985,448000
9784,24199,5,13,115,2000,555000
9785,24199,6,7,143,1993,720000
9786,24199,6,1,142,1993,700000
9787,24199,6,10,150,1985,680000
9788,24199,6,7,145,1993,680000
9789,24199,3,1,64,1986,294000
9790,24199,3,7,68,1973,270000
9791,24199,4,1,84,1987,410000
9792,24199,4,4,84,1987,465000
9793,24199,4,13,84,1985,518000
9794,24199,4,4,84,1986,508000
9795,24199,4,4,84,1988,395000
9796,24199,4,1,115,1992,495000
9797,24199,4,4,104,1992,580000
9798,24199,4,13,105,1992,692500
9799,24199,4,1,104,1992,480000
9800,24199,4,1,102,1992,585000
9801,24199,4,10,104,1992,618000
9802,24199,4,10,95,1984,600000
9803,24199,4,4,95,1990,420000
9804,24199,5,4,121,1987,697000
9805,24199,5,1,121,1987,725000
9806,24199,5,7,119,1987,650000
9807,24199,5,7,121,1988,696000
9808,24199,5,4,121,1987,735000
9809,24199,5,1,123,1990,600000
9810,24199,5,10,125,1990,700000
9811,24199,6,1,144,1988,808000
9812,24199,6,10,143,1992,870000
9813,24199,6,1,146,1992,820000
9814,24199,6,4,149,1992,900000
9815,24199,3,10,73,1985,280000
9816,24199,3,7,67,1985,285000
9817,24199,3,7,69,1985,290000
9818,24199,3,7,69,1985,290500
9819,24199,3,10,73,1985,288000
9820,24199,3,10,73,1983,336000
9821,24199,3,7,67,1985,285000
9822,24199,3,1,64,1988,270000
9823,24199,3,1,68,1987,280000
9824,24199,3,1,64,1987,245000
9825,24199,3,10,68,1986,292000
9826,24199,3,7,68,1985,275000
9827,24199,3,10,64,1988,280000
9828,24199,3,4,73,1986,273000
9829,24199,3,4,69,1987,260000
9830,24199,3,1,70,1987,309000
9831,24199,3,1,64,1987,272000
9832,24199,3,10,73,1987,275000
9833,24199,3,4,73,1987,288000
9834,24199,3,7,68,1988,280000
9835,24199,3,1,68,1988,268000
9836,24199,3,1,73,1987,272000
9837,24199,3,1,68,1984,295000
9838,24199,3,4,67,1985,280000
9839,24199,3,10,73,1984,300000
9840,24199,3,4,74,1984,290000
9841,24199,4,4,104,1985,470000
9842,24199,4,7,90,2003,480000
9843,24199,4,1,103,1985,418000
9844,24199,4,7,84,1987,320000
9845,24199,4,1,91,1985,335000
9846,24199,4,1,103,1985,408888
9847,24199,4,7,103,1998,470000
9848,24199,4,10,102,1998,443800
9849,24199,4,4,102,1998,410000
9850,24199,4,4,101,1998,300000
9851,24199,4,10,101,1998,435000
9852,24199,4,4,99,1987,398000
9853,24199,4,1,84,1985,315000
9854,24199,4,4,84,1988,387000
9855,24199,4,4,93,1985,358000
9856,24199,4,1,84,1986,318000
9857,24199,4,4,83,1986,335000
9858,24199,4,1,89,1987,339999
9859,24199,4,7,94,1988,365000
9860,24199,4,13,92,2004,455000
9861,24199,4,10,92,2005,445000
9862,24199,4,4,90,2005,422000
9863,24199,4,4,103,1984,440000
9864,24199,4,7,104,1985,438000
9865,24199,4,1,106,1984,400000
9866,24199,4,7,100,1997,418000
9867,24199,4,4,93,1984,405000
9868,24199,5,10,149,1985,700000
9869,24199,5,4,121,1998,516000
9870,24199,5,13,120,1997,560000
9871,24199,5,16,121,1997,560000
9872,24199,5,10,122,1986,475000
9873,24199,5,7,122,1986,435000
9874,24199,5,7,130,1986,455000
9875,24199,5,22,118,2004,620000
9876,24199,5,10,110,2005,565000
9877,24199,5,1,118,2005,510000
9878,24199,5,4,118,2004,520000
9879,24199,5,19,115,2005,598000
9880,24199,5,19,132,1985,625000
9881,24199,5,16,132,1985,620000
9882,24199,6,10,144,1985,678000
9883,24199,6,13,141,1997,680000
9884,24199,6,1,149,1985,640000
9885,24199,6,16,149,1995,720000
9886,24199,6,10,145,1984,670000
9887,24199,6,10,146,1986,676000
9888,24199,6,7,152,1987,630000
9889,24199,6,13,146,1993,568000
9890,24199,2,4,34,1971,215000
9891,24199,2,7,35,1971,228000
9892,24199,2,7,34,1971,208000
9893,24199,2,4,64,1973,454888
9894,24199,2,13,44,1978,260000
9895,24199,3,16,65,1973,327000
9896,24199,3,4,67,1983,365000
9897,24199,3,1,65,1975,310000
9898,24199,3,1,76,1982,420000
9899,24199,3,4,67,1979,320000
9900,24199,3,7,59,1975,285000
9901,24199,3,7,67,1979,330000
9902,24199,3,1,58,1969,340000
9903,24199,3,13,60,2008,475000
9904,24199,3,4,53,1969,235000
9905,24199,3,1,75,1973,660000
9906,24199,3,1,77,1973,630000
9907,24199,3,7,54,1970,358000
9908,24199,3,1,54,1970,330000
9909,24199,3,4,70,1975,355000
9910,24199,3,7,76,1975,380000
9911,24199,3,4,70,1975,365000
9912,24199,3,13,65,1975,305000
9913,24199,3,4,76,1975,340000
9914,24199,3,4,65,1975,300000
9915,24199,3,10,76,1975,368000
9916,24199,3,10,67,1978,359000
9917,24199,3,7,65,1976,350000
9918,24199,3,7,76,1976,375000
9919,24199,3,13,59,1976,315000
9920,24199,3,1,75,1973,600000
9921,24199,4,4,88,1973,438000
9922,24199,4,34,94,2013,878000
9923,24199,4,1,74,1970,430000
9924,24199,4,13,91,2003,718000
9925,24199,4,25,91,2003,745000
9926,24199,4,10,90,2009,750000
9927,24199,4,4,85,2003,630000
9928,24199,4,7,85,2003,628000
9929,24199,4,16,99,1997,620000
9930,24199,4,7,100,1997,570000
9931,24199,4,7,100,2001,692500
9932,24199,4,37,93,2013,730000
9933,24199,4,1,84,1986,518000
9934,24199,4,22,100,2005,785000
9935,24199,4,10,100,2007,748000
9936,24199,4,1,90,2005,648000
9937,24199,4,1,82,1975,425000
9938,24199,4,13,92,1978,485000
9939,24199,4,7,91,1976,542000
9940,24199,4,13,91,1978,505000
9941,24199,4,10,85,2003,565000
9942,24199,4,1,91,1978,515000
9943,24199,5,19,115,2005,940000
9944,24199,5,13,117,1977,650000
9945,24199,5,4,116,2006,640000
9946,24199,5,10,116,2000,680000
9947,24199,5,1,133,1980,760000
9948,24199,5,19,110,2003,900000
9949,24199,5,13,110,2008,852000
9950,24199,5,19,115,2001,862000
9951,24199,5,16,131,1984,920000
9952,24199,5,25,110,2002,838000
9953,24199,5,4,123,1979,760000
9954,24199,5,10,119,1999,673000
9955,24199,5,7,119,2002,700000
9956,24199,5,10,119,1999,690000
9957,24199,5,1,115,1978,590000
9958,24199,3,1,73,1988,275000
9959,24199,3,1,64,1989,260000
9960,24199,3,4,73,1989,285000
9961,24199,4,1,105,1989,320000
9962,24199,4,10,104,1988,350000
9963,24199,4,13,104,1988,345000
9964,24199,4,7,100,1999,385000
9965,24199,4,1,104,1988,380000
9966,24199,4,4,100,1997,322000
9967,24199,4,10,84,1989,325000
9968,24199,4,19,101,1997,465000
9969,24199,4,7,101,1998,340000
9970,24199,4,4,103,1998,370000
9971,24199,4,7,102,1999,360000
9972,24199,4,1,103,1998,340000
9973,24199,4,4,91,2003,500000
9974,24199,4,16,101,1997,458000
9975,24199,4,4,84,1987,325000
9976,24199,4,7,103,1988,373000
9977,24199,4,1,103,1988,335000
9978,24199,4,7,104,1987,358000
9979,24199,4,10,84,1987,315000
9980,24199,4,4,91,2002,333000
9981,24199,4,4,92,2002,325000
9982,24199,4,13,91,2002,338000
9983,24199,4,4,94,2002,315000
9984,24199,4,1,93,2012,380388
9985,24199,4,16,91,2002,380000
9986,24199,4,16,90,2002,376000
9987,24199,4,25,90,2004,446000
9988,24199,4,7,85,2002,343000
9989,24199,4,16,91,1999,442000
9990,24199,4,1,93,2004,375000
9991,24199,5,13,111,2002,485000
9992,24199,5,13,111,2001,470000
9993,24199,5,19,111,2002,488000
9994,24199,5,7,122,1988,488000
9995,24199,5,1,120,1999,545000
9996,24199,5,7,112,2003,600000
9997,24199,5,19,112,2003,645000
9998,24199,5,7,110,2002,383000
9999,24199,5,10,110,2002,403000
10000,24199,5,1,110,2001,435000
10001,24199,5,13,110,2005,492000
10002,24199,5,10,110,2002,480000
10003,24199,5,22,110,2004,502000
10004,24199,5,16,121,1999,600000
10005,24199,5,4,110,2004,430000
10006,24199,5,4,110,2004,470000
10007,24199,5,22,110,2004,515000
10008,24199,6,16,142,1999,770000
10009,24199,6,10,130,2002,442888
10010,24199,6,7,132,2002,448000
10011,24199,6,4,133,2002,450000
10012,24199,6,7,130,2001,533000
10013,24199,4,4,91,1974,568000
10014,24199,5,7,123,1974,875000
10015,24199,3,1,58,1974,355000
10016,24199,3,10,56,1974,380000
10017,24199,3,13,69,1984,508000
10018,24199,3,13,59,1977,468000
10019,24199,3,16,65,1975,460000
10020,24199,3,13,60,1980,485000
10021,24199,3,13,60,1980,498000
10022,24199,4,19,95,2011,838000
10023,24199,4,16,94,2011,845000
10024,24199,4,16,96,2011,860000
10025,24199,4,4,75,2003,476000
10026,24199,4,4,85,2002,480000
10027,24199,4,19,102,1984,740000
10028,24199,4,4,108,1983,551000
10029,24199,5,7,107,2011,980000
10030,24199,5,25,105,2011,1040000
10031,24199,2,13,46,2011,247000
10032,24199,3,4,73,1989,270000
10033,24199,3,1,74,1979,280000
10034,24199,3,10,73,1989,280000
10035,24199,4,4,101,1999,345000
10036,24199,4,4,102,1999,337000
10037,24199,4,7,100,1999,335000
10038,24199,4,4,104,1990,340000
10039,24199,4,7,104,1993,350000
10040,24199,4,13,103,1993,358000
10041,24199,4,10,104,1992,335000
10042,24199,4,10,104,1992,330000
10043,24199,4,7,101,1999,355000
10044,24199,4,7,90,2002,345000
10045,24199,4,13,100,1999,388000
10046,24199,4,7,90,2003,331000
10047,24199,4,4,85,2002,338000
10048,24199,4,7,110,1990,353000
10049,24199,4,4,104,1989,335000
10050,24199,4,7,91,2002,334000
10051,24199,4,4,113,1998,430000
10052,24199,4,1,113,1998,395000
10053,24199,4,7,107,1994,330000
10054,24199,4,10,108,1995,370000
10055,24199,4,10,108,1995,345000
10056,24199,4,4,107,1995,323000
10057,24199,4,4,104,1996,370000
10058,24199,4,10,103,1989,330000
10059,24199,5,10,126,1993,441888
10060,24199,5,13,121,1999,453000
10061,24199,5,10,121,1999,418000
10062,24199,5,7,137,1993,536000
10063,24199,5,1,125,1993,432000
10064,24199,5,1,111,2003,360000
10065,24199,5,7,110,2003,411000
10066,24199,5,4,110,2002,380000
10067,24199,5,4,123,1999,435000
10068,24199,5,19,110,2003,411888
10069,24199,5,4,110,2003,393000
10070,24199,5,10,110,2003,388000
10071,24199,5,10,124,1999,425000
10072,24199,5,7,122,1989,420000
10073,24199,5,13,110,2002,410000
10074,24199,5,16,128,1996,540000
10075,24199,5,10,127,1996,538800
10076,24199,5,4,125,1995,400000
10077,24199,5,10,132,1994,388000
10078,24199,5,7,125,1995,430000
10079,24199,5,4,121,1996,462000
10080,24199,5,10,120,1998,465000
10081,24199,5,19,132,1984,444800
10082,24199,5,4,121,1989,390000
10083,24199,6,7,140,1997,585000
10084,24199,6,7,142,1990,610000
10085,24199,6,7,146,1995,576000
10086,24199,6,10,144,1996,590000
10087,24199,6,7,145,1996,628000
10088,24199,6,10,148,1995,508888
10089,24199,6,13,145,1998,658000
10090,24199,2,4,44,1979,268000
10091,24199,3,22,74,2013,521000
10092,24199,3,7,67,1978,366000
10093,24199,3,7,82,1978,415000
10094,24199,3,4,67,1978,401000
10095,24199,3,10,67,1978,345000
10096,24199,3,1,82,1979,420000
10097,24199,3,7,67,1978,365000
10098,24199,3,7,67,1978,385000
10099,24199,3,13,67,1978,390000
10100,24199,3,4,67,1979,350000
10101,24199,3,4,82,1980,420000
10102,24199,3,10,67,1979,366000
10103,24199,3,4,67,1980,308000
10104,24199,3,4,67,1979,318000
10105,24199,3,7,67,1979,336000
10106,24199,3,1,68,1980,320000
10107,24199,3,1,68,1983,300000
10108,24199,3,7,68,1981,275000
10109,24199,3,4,68,1983,280000
10110,24199,3,10,68,1981,340000
10111,24199,3,1,67,1978,286000
10112,24199,3,4,68,1980,295000
10113,24199,4,4,90,2006,640000
10114,24199,4,4,91,1978,500000
10115,24199,4,22,90,2006,720000
10116,24199,4,10,92,1979,570000
10117,24199,4,10,92,1979,545000
10118,24199,4,10,92,1979,525888
10119,24199,4,4,91,1981,460000
10120,24199,4,4,91,1981,480000
10121,24199,4,4,93,1985,520000
10122,24199,4,10,104,1984,668000
10123,24199,4,7,91,1981,460000
10124,24199,4,10,93,1980,450000
10125,24199,4,7,91,1981,465000
10126,24199,5,37,113,2013,890000
10127,24199,5,1,121,1979,645000
10128,24199,6,1,163,1978,790000
10129,24199,2,1,42,1971,240000
10130,24199,3,7,60.3,1967,242000
10131,24199,3,4,60.3,1967,248000
10132,24199,3,1,55,1969,253000
10133,24199,3,4,60,1969,255000
10134,24199,3,10,52,1971,258000
10135,24199,3,10,59,1967,295000
10136,24199,3,7,60,1971,250000
10137,24199,3,7,61,1971,263000
10138,24199,3,7,66,1982,295000
10139,24199,3,4,66,1982,288000
10140,24199,3,16,60,2007,465000
10141,24199,3,16,60,2006,460000
10142,24199,3,7,59,1977,290000
10143,24199,3,16,74,1985,408000
10144,24199,3,1,58,1972,250000
10145,24199,3,13,76,1977,362000
10146,24199,3,1,64,2000,300000
10147,24199,4,19,107,1997,555000
10148,24199,4,4,101,1983,570000
10149,24199,4,7,103,1998,580000
10150,24199,4,7,85,2006,630000
10151,24199,4,10,92,1977,485000
10152,24199,4,19,90,2007,700000
10153,24199,4,13,90,2007,688000
10154,24199,4,4,91,1982,461000
10155,24199,4,13,95,2011,663000
10156,24199,4,7,92,1976,580000
10157,24199,4,4,92,1976,560000
10158,24199,4,7,92,1976,530000
10159,24199,4,1,93,1980,398000
10160,24199,4,7,104,1990,450000
10161,24199,4,1,104,1989,480000
10162,24199,4,10,103,1990,508888
10163,24199,4,4,84,1985,395000
10164,24199,4,10,84,1986,378888
10165,24199,4,4,84,1986,370000
10166,24199,4,1,84,1985,388000
10167,24199,4,7,84,1985,368000
10168,24199,4,4,90,1985,360388
10169,24199,4,1,109,1985,395000
10170,24199,4,1,84,1985,342000
10171,24199,5,4,121,1983,565000
10172,24199,5,19,121,1983,613000
10173,24199,5,13,126,1997,620000
10174,24199,5,10,127,1997,650000
10175,24199,5,19,110,2000,865000
10176,24199,5,10,110,2000,835000
10177,24199,5,1,122,1986,475000
10178,24199,3,1,67,1983,270000
10179,24199,3,7,66,1982,298000
10180,24199,3,4,82,1981,320000
10181,24199,3,4,66,1982,319000
10182,24199,3,4,67,1984,285000
10183,24199,3,1,67,1981,280000
10184,24199,3,10,67,1981,300000
10185,24199,3,1,67,1985,295000
10186,24199,3,4,73,1978,285000
10187,24199,3,10,71,1975,272888
10188,24199,3,10,73,1978,320000
10189,24199,3,4,67,1985,310000
10190,24199,3,10,67,1984,300000
10191,24199,3,10,73,1978,318000
10192,24199,3,4,74,1987,281000
10193,24199,3,4,67,1983,315000
10194,24199,3,1,67,1983,290000
10195,24199,3,7,67,1983,312000
10196,24199,3,4,64,1988,285000
10197,24199,3,10,60,1987,288000
10198,24199,3,7,60,1985,280000
10199,24199,3,7,60,1987,265000
10200,24199,3,4,68,1984,355000
10201,24199,4,4,111,1984,495000
10202,24199,4,7,91,1985,391000
10203,24199,4,13,91,1984,370000
10204,24199,4,7,84,1985,343000
10205,24199,4,7,84,1986,350000
10206,24199,4,4,98,1984,395000
10207,24199,4,4,105,1983,370000
10208,24199,4,7,105,1990,470000
10209,24199,4,4,84,1987,350000
10210,24199,4,7,103,1989,481000
10211,24199,4,7,91,1985,340000
10212,24199,4,1,91,1985,333000
10213,24199,4,1,104,1987,370500
10214,24199,4,4,84,1986,328000
10215,24199,4,10,84,1986,356000
10216,24199,4,10,84,1986,350000
10217,24199,4,7,105,1991,448000
10218,24199,4,4,100,1997,453000
10219,24199,4,7,91,1984,391800
10220,24199,4,10,100,1997,380000
10221,24199,4,7,103,1992,396000
10222,24199,4,13,90,1998,363000
10223,24199,4,10,90,1999,340000
10224,24199,4,1,94,1998,330000
10225,24199,4,13,100,1998,408000
10226,24199,4,4,90,1999,350000
10227,24199,4,1,101,1998,350000
10228,24199,4,13,105,1992,448000
10229,24199,5,13,110,2003,433000
10230,24199,5,4,123,1997,525000
10231,24199,5,4,121,1984,520000
10232,24199,5,10,126,1984,507000
10233,24199,5,4,121,1985,445000
10234,24199,5,16,120,1987,499999
10235,24199,5,7,121,1991,520000
10236,24199,5,4,122,1992,580000
10237,24199,5,13,118,1997,660000
10238,24199,5,13,121,2000,600000
10239,24199,5,7,117,1997,470000
10240,24199,5,16,125,1999,580000
10241,24199,5,1,121,1999,434000
10242,24199,5,13,120,1998,525000
10243,24199,5,7,132,1985,560000
10244,24199,5,1,146,1985,626000
10245,24199,6,10,146,1987,675000
10246,24199,6,7,146,1991,681000
10247,24199,6,4,145,1987,738000
10248,24199,6,1,154,1987,630000
10249,24199,6,1,154,1990,720000
10250,24199,6,4,137,1999,550000
10251,24199,6,4,138,1997,710000
10252,24199,6,10,135,1997,817000
10253,24199,6,1,143,1997,740000
10254,24199,6,10,138,1997,820000
10255,24199,6,7,148,1992,860000
10256,24199,6,4,148,1992,650000
10257,24199,6,7,143,1992,610000
10258,24199,6,4,148,1985,700000
10259,24199,6,1,148,1984,635000
10260,24199,3,1,74,1986,290000
10261,24199,3,1,74,1983,305000
10262,24199,3,7,68,1982,360000
10263,24199,3,7,67,1982,315000
10264,24199,3,7,82,1983,345000
10265,24199,3,1,67,1983,303000
10266,24199,3,1,70,1985,300000
10267,24199,3,10,68,1983,308000
10268,24199,3,4,67,1983,310000
10269,24199,3,1,67,1983,300000
10270,24199,3,10,67,1983,310000
10271,24199,3,7,67,1983,315000
10272,24199,3,7,73,1979,275000
10273,24199,3,4,68,1985,250000
10274,24199,3,7,68,1985,268000
10275,24199,4,7,104,2000,515000
10276,24199,4,4,97,1983,420000
10277,24199,4,1,94,1986,375000
10278,24199,4,13,105,1984,455000
10279,24199,4,4,104,1984,406000
10280,24199,4,4,102,1999,460000
10281,24199,4,16,101,1998,525000
10282,24199,4,4,101,1999,488000
10283,24199,5,13,120,1984,630000
10284,24199,5,7,123,2000,632000
10285,24199,5,4,118,1985,548000
10286,24199,5,4,114,1979,408000
10287,24199,5,19,120,1999,673888
10288,24199,6,4,144,1998,755000
10289,24199,6,10,149,1985,680000
10290,24199,6,1,146,1986,555000
10291,24199,6,4,144,1998,725000
10292,24199,3,10,59,1975,250000
10293,24199,3,4,59,1975,246000
10294,24199,3,22,59,1978,255000
10295,24199,3,1,59,1978,240500
10296,24199,3,7,59,1978,265000
10297,24199,3,10,59,1978,248000
10298,24199,3,4,74,1976,285000
10299,24199,3,4,65,1976,250000
10300,24199,3,4,66,1974,240000
10301,24199,3,7,67,1971,250000
10302,24199,3,7,74,1984,305000
10303,24199,3,10,73,1984,320000
10304,24199,3,10,67,1985,292000
10305,24199,3,4,64,1986,220000
10306,24199,3,10,74,1984,300000
10307,24199,3,4,88,1986,335000
10308,24199,3,1,67,1983,280000
10309,24199,3,7,67,1983,330000
10310,24199,3,10,67,1982,328000
10311,24199,3,7,79,1984,368000
10312,24199,3,10,67,1982,295000
10313,24199,3,7,67,1983,305000
10314,24199,3,7,73,1988,285000
10315,24199,3,7,73,1989,282500
10316,24199,3,1,61,1974,240000
10317,24199,3,7,61,1974,265000
10318,24199,4,10,116,1995,415000
10319,24199,4,10,102,1997,400000
10320,24199,4,4,104,1997,393000
10321,24199,4,1,104,1985,420000
10322,24199,4,4,104,1989,366000
10323,24199,4,1,84,1986,308000
10324,24199,4,4,104,1985,370000
10325,24199,4,7,105,1985,358000
10326,24199,4,10,104,1984,408000
10327,24199,4,10,104,1984,395000
10328,24199,4,10,95,1983,405000
10329,24199,4,13,90,2001,435000
10330,24199,4,7,100,1998,400000
10331,24199,4,4,95,2001,440000
10332,24199,4,10,85,2000,447000
10333,24199,4,4,91,2000,405888
10334,24199,4,10,90,2000,435000
10335,24199,4,4,91,2001,397000
10336,24199,4,13,90,2000,416000
10337,24199,4,7,91,2000,410000
10338,24199,4,1,92,2002,360000
10339,24199,4,10,91,2001,415000
10340,24199,4,7,91,2000,432000
10341,24199,4,4,107,1991,350000
10342,24199,4,4,104,1991,348000
10343,24199,4,13,106,1996,385000
10344,24199,4,10,106,1995,390000
10345,24199,4,13,107,1996,343000
10346,24199,4,10,103,1988,360000
10347,24199,4,1,104,1989,350000
10348,24199,4,10,104,1989,370000
10349,24199,4,7,92,2012,435000
10350,24199,4,7,102,1997,435000
10351,24199,4,16,94,2010,475000
10352,24199,4,7,94,2010,430000
10353,24199,4,10,102,1997,445000
10354,24199,4,13,90,2001,389000
10355,24199,5,7,110,2002,415000
10356,24199,5,4,111,2001,418000
10357,24199,5,1,121,1989,395000
10358,24199,5,16,111,2000,545000
10359,24199,5,1,115,2000,440000
10360,24199,5,7,123,1998,550000
10361,24199,5,1,123,1998,530000
10362,24199,5,13,112,2003,402000
10363,24199,5,7,111,2002,402888
10364,24199,5,4,111,2002,395000
10365,24199,5,1,110,2001,403000
10366,24199,5,10,110,2002,480000
10367,24199,5,1,111,2002,465000
10368,24199,5,13,112,2002,520000
10369,24199,5,10,110,2001,486888
10370,24199,5,4,111,2002,470000
10371,24199,5,7,110,2008,475000
10372,24199,5,10,111,2008,460000
10373,24199,5,4,110,2008,460000
10374,24199,5,7,110,2001,470000
10375,24199,5,4,111,2001,452500
10376,24199,5,4,110,2000,475000
10377,24199,5,4,110,2001,460000
10378,24199,5,4,126,1995,435000
10379,24199,5,7,122,1992,425000
10380,24199,5,4,127,1993,428000
10381,24199,5,10,132,1996,438000
10382,24199,5,7,121,1989,395000
10383,24199,5,13,110,2008,510000
10384,24199,5,7,114,2006,470000
10385,24199,5,16,110,2008,521000
10386,24199,5,4,134,1995,470000
10387,24199,6,7,150,1986,550000
10388,24199,6,7,132,2001,565000
10389,24199,6,16,133,2000,670000
10390,24199,6,7,130,2001,570000
10391,24199,6,10,150,1993,550000
10392,24199,6,13,147,1993,518000
10393,24199,6,10,145,1993,475000
10394,24199,6,1,141,1988,445000
10395,24199,6,7,147,1990,592000
10396,24199,6,13,147,1990,558000
10397,24199,2,1,45,1986,210000
10398,24199,3,10,68,1979,372000
10399,24199,3,4,68,1979,345000
10400,24199,3,7,66,1972,285000
10401,24199,3,1,65,1974,300000
10402,24199,3,4,69,2012,488000
10403,24199,3,13,69,2012,525000
10404,24199,3,7,68,1972,360000
10405,24199,3,10,70,2011,618000
10406,24199,3,1,70,2011,560000
10407,24199,3,4,81,1979,452500
10408,24199,3,10,68,1979,350000
10409,24199,3,1,59,1974,270000
10410,24199,3,1,70,1974,330000
10411,24199,3,10,68,1979,365000
10412,24199,3,10,68,1979,358000
10413,24199,3,1,56,1971,236000
10414,24199,3,7,56,1971,248000
10415,24199,3,1,78,1972,670000
10416,24199,3,10,60,1986,285000
10417,24199,3,7,82,1984,423000
10418,24199,3,1,75,1983,410000
10419,24199,3,4,95,1983,495000
10420,24199,3,1,66,1980,300000
10421,24199,3,10,66,1980,298000
10422,24199,3,13,65,1974,328000
10423,24199,3,10,66,1981,313000
10424,24199,4,7,92,2012,668000
10425,24199,4,10,92,2012,690000
10426,24199,4,13,94,2011,743000
